dtime,v1,v2,v3,a1,a2,a3,total_e
2022-12-01 00:09:59,129.797,127.556,128.612,22.150,20.682,21.856,44316.370
2022-12-01 00:19:59,135.516,132.726,134.386,1.598,0.159,1.481,44316.960
2022-12-01 00:29:59,135.954,132.779,134.699,1.602,0.162,1.482,44317.040
2022-12-01 00:39:59,135.735,133.143,134.691,1.599,0.158,1.480,44317.110
2022-12-01 00:49:59,135.895,133.490,134.964,1.600,0.163,1.481,44317.190
2022-12-01 00:59:59,136.103,133.141,134.758,1.604,0.162,1.484,44317.390
2022-12-01 01:09:59,135.513,132.771,134.056,1.594,0.160,1.476,44317.460
2022-12-01 01:20:00,134.731,132.713,133.403,1.589,0.157,1.471,44317.540
2022-12-01 01:29:59,128.364,126.131,127.062,22.502,21.143,22.119,44318.020
2022-12-01 01:40:00,129.509,126.982,128.409,22.286,20.556,21.952,44319.400
2022-12-01 01:49:50,128.473,125.926,126.992,22.325,20.681,21.735,44320.660
2022-12-01 01:59:51,129.038,127.082,127.883,22.026,20.843,21.830,44321.900
2022-12-01 02:09:50,127.461,125.028,127.341,26.854,25.894,22.484,44323.160
2022-12-01 02:19:50,135.782,132.870,134.355,1.600,0.160,1.480,44323.720
2022-12-01 02:29:50,135.809,133.255,134.433,1.598,0.158,1.479,44323.790
2022-12-01 02:39:50,135.598,132.868,134.259,1.596,0.160,1.478,44323.860
2022-12-01 02:49:50,132.561,129.851,131.253,12.316,12.978,11.939,44323.960
2022-12-01 02:59:52,135.782,132.968,134.450,1.598,0.156,1.480,44324.130
2022-12-01 03:09:51,136.025,133.596,134.745,1.597,0.158,1.480,44324.210
2022-12-01 03:19:51,135.523,132.614,134.501,1.598,0.157,1.478,44324.280
2022-12-01 03:29:51,136.108,133.249,135.310,1.609,0.156,1.492,44324.480
2022-12-01 03:39:51,136.198,132.330,136.351,5.684,5.257,1.492,44324.550
2022-12-01 03:49:51,137.288,134.004,136.419,1.611,0.157,1.494,44324.640
2022-12-01 03:59:52,130.832,127.867,129.834,22.588,20.580,22.181,44325.090
2022-12-01 04:09:51,131.005,128.427,130.115,22.232,20.497,22.024,44326.480
2022-12-01 04:19:51,130.827,128.303,129.878,22.123,20.454,21.893,44327.750
2022-12-01 04:29:52,131.133,128.520,130.021,22.148,20.416,21.796,44329.020
2022-12-01 04:39:52,130.551,127.621,129.373,22.390,21.527,22.190,44330.310
2022-12-01 04:49:52,127.513,124.852,126.158,30.716,29.938,30.189,44332.190
2022-12-01 04:59:52,127.401,124.979,126.371,29.484,28.812,29.382,44333.950
2022-12-01 05:09:52,126.440,123.532,124.962,31.747,30.556,31.043,44335.750
2022-12-01 05:19:52,121.443,118.607,119.901,43.384,44.170,42.110,44337.830
2022-12-01 05:29:52,125.855,123.052,124.230,31.668,30.773,30.839,44339.650
2022-12-01 05:39:52,127.513,125.015,126.420,31.681,31.127,31.450,44341.660
2022-12-01 05:49:53,127.898,124.938,126.469,30.537,29.326,29.744,44343.400
2022-12-01 05:59:53,127.382,124.296,127.067,37.490,34.711,32.662,44344.960
2022-12-01 06:09:53,127.472,124.796,125.826,31.402,29.455,30.257,44346.930
2022-12-01 06:19:53,128.280,125.838,126.808,31.058,29.306,30.327,44348.680
2022-12-01 06:29:53,126.996,124.251,125.202,31.480,29.521,30.165,44350.580
2022-12-01 06:39:53,126.333,123.633,124.093,31.554,29.986,29.851,44352.360
2022-12-01 06:49:53,123.338,120.794,121.050,32.014,30.682,30.357,44354.090
2022-12-01 06:59:53,123.152,120.824,121.208,31.681,30.419,30.475,44355.970
2022-12-01 07:09:54,123.333,120.650,121.755,33.858,33.562,30.803,44357.710
2022-12-01 07:19:54,123.402,121.419,121.708,30.619,29.695,29.871,44359.440
2022-12-01 07:29:54,131.650,129.947,132.269,12.515,13.364,13.535,44360.010
2022-12-01 07:39:54,135.813,134.682,136.204,1.612,0.161,1.493,44360.160
2022-12-01 07:49:54,134.180,132.071,134.612,1.602,0.162,1.483,44360.240
2022-12-01 07:59:54,136.359,134.694,136.639,1.730,0.162,1.613,44360.530
2022-12-01 08:09:54,135.778,134.162,136.078,1.611,0.159,1.495,44360.610
2022-12-01 08:19:54,138.111,136.714,138.757,1.631,0.163,1.513,44360.690
2022-12-01 08:29:55,135.206,132.527,135.676,26.436,25.179,22.878,44361.090
2022-12-01 08:39:55,134.862,132.936,135.032,21.640,19.971,22.315,44362.540
2022-12-01 08:49:55,133.124,130.734,132.653,21.976,20.062,22.076,44363.820
2022-12-01 08:59:55,132.593,130.684,132.158,21.851,20.339,22.214,44365.090
2022-12-01 09:09:55,132.645,129.831,132.456,26.929,25.558,22.341,44366.550
2022-12-01 09:19:55,133.307,131.223,133.019,21.800,20.089,22.104,44367.830
2022-12-01 09:29:55,136.405,133.288,135.664,6.227,5.751,1.496,44368.680
2022-12-01 09:39:55,138.202,136.247,137.841,1.631,0.162,1.510,44368.760
2022-12-01 09:49:55,139.146,136.663,138.037,1.633,0.160,1.515,44368.830
2022-12-01 09:59:56,138.908,136.693,137.780,1.633,0.161,1.514,44369.090
2022-12-01 10:09:56,138.277,135.920,137.132,1.739,0.163,1.622,44369.160
2022-12-01 10:19:56,136.853,133.666,136.148,6.847,6.321,1.502,44369.240
2022-12-01 10:29:56,137.841,134.815,136.325,1.621,0.161,1.503,44369.320
2022-12-01 10:39:56,140.809,137.899,138.985,1.647,0.163,1.528,44369.560
2022-12-01 10:49:56,138.921,136.433,137.507,1.630,0.163,1.512,44369.640
2022-12-01 10:59:56,138.307,136.051,137.455,1.631,0.166,1.510,44369.720
2022-12-01 11:09:56,138.754,136.294,137.399,1.629,0.164,1.510,44369.800
2022-12-01 11:19:57,139.090,136.818,137.506,1.630,0.158,1.513,44370.040
2022-12-01 11:29:57,135.043,131.568,133.891,27.228,25.538,22.055,44370.460
2022-12-01 11:40:00,135.190,132.080,133.329,22.430,20.173,21.416,44371.720
2022-12-01 11:49:57,136.020,132.184,134.860,27.547,25.441,21.845,44373.040
2022-12-01 11:59:58,137.214,133.495,135.396,14.206,13.947,13.128,44374.210
2022-12-01 12:09:57,139.759,137.174,138.082,1.638,0.165,1.517,44374.340
2022-12-01 12:19:57,139.458,137.081,138.084,1.636,0.162,1.515,44374.420
2022-12-01 12:29:57,139.276,136.721,137.873,1.635,0.161,1.516,44374.500
2022-12-01 12:39:57,138.874,136.514,137.128,1.631,0.162,1.510,44374.580
2022-12-01 12:49:58,136.136,133.208,134.615,22.344,20.191,21.594,44375.630
2022-12-01 12:59:58,134.695,131.744,134.170,26.790,25.377,22.069,44376.920
2022-12-01 13:09:59,132.795,131.242,132.383,21.656,20.487,22.015,44378.370
2022-12-01 13:19:58,135.477,131.462,135.633,14.524,14.524,1.498,44378.810
2022-12-01 13:29:58,135.498,133.335,135.251,1.611,0.163,1.492,44379.100
2022-12-01 13:39:58,137.139,135.218,136.719,1.621,0.164,1.501,44379.190
2022-12-01 13:49:58,137.339,134.930,137.254,1.731,0.158,1.616,44379.260
2022-12-01 13:59:58,137.859,134.796,137.805,6.309,5.824,1.513,44379.520
2022-12-01 14:09:59,137.638,135.768,136.770,1.622,0.166,1.502,44379.600
2022-12-01 14:19:59,138.229,136.451,137.799,1.626,0.162,1.508,44379.670
2022-12-01 14:29:59,136.425,135.112,136.962,1.618,0.166,1.500,44379.750
2022-12-01 14:39:59,136.722,135.543,136.699,1.614,0.161,1.497,44379.980
2022-12-01 14:49:59,137.565,135.390,136.956,1.622,0.164,1.503,44380.070
2022-12-01 14:59:59,135.552,133.339,135.064,22.101,20.386,22.259,44380.470
2022-12-01 15:09:59,135.068,132.865,134.491,21.906,20.227,22.014,44381.940
2022-12-01 15:19:59,133.409,131.858,133.369,26.911,25.807,27.784,44383.250
2022-12-01 15:30:00,134.323,132.138,135.141,16.366,13.947,12.184,44384.370
2022-12-01 15:40:00,135.196,133.230,135.440,11.391,9.683,6.820,44384.680
2022-12-01 15:50:00,136.023,134.165,137.050,6.999,6.478,1.500,44384.830
2022-12-01 15:59:50,135.905,134.746,136.735,1.612,0.162,1.495,44385.090
2022-12-01 16:09:50,136.303,134.856,136.774,1.614,0.163,1.499,44385.160
2022-12-01 16:19:50,137.475,136.072,138.217,1.624,0.163,1.507,44385.230
2022-12-01 16:29:50,137.026,135.292,137.636,1.620,0.162,1.503,44385.320
2022-12-01 16:39:50,136.625,135.105,137.363,1.620,0.167,1.501,44385.550
2022-12-01 16:49:50,137.037,135.760,138.169,1.622,0.165,1.506,44385.640
2022-12-01 16:59:50,138.040,136.283,138.766,1.629,0.162,1.512,44385.710
2022-12-01 17:09:51,136.810,135.233,137.592,1.621,0.166,1.503,44385.800
2022-12-01 17:19:51,134.868,132.629,134.984,12.665,13.389,13.262,44386.030
2022-12-01 17:29:51,133.375,131.163,133.882,22.094,20.219,22.857,44386.380
2022-12-01 17:39:51,132.792,130.676,133.162,21.840,20.100,22.541,44387.660
2022-12-01 17:49:51,133.201,131.169,133.444,21.623,19.956,22.255,44388.940
2022-12-01 17:59:51,136.036,134.100,137.406,6.960,6.446,1.502,44390.040
2022-12-01 18:09:51,136.579,135.342,137.486,1.621,0.168,1.504,44390.260
2022-12-01 18:19:52,135.913,134.367,136.715,1.614,0.161,1.498,44390.340
2022-12-01 18:29:52,135.190,133.175,136.335,1.610,0.166,1.495,44390.410
2022-12-01 18:39:52,134.583,133.340,135.942,1.604,0.164,1.490,44390.490
2022-12-01 18:49:52,135.047,133.186,135.970,12.724,13.563,13.890,44390.650
2022-12-01 18:59:52,135.674,133.985,137.802,6.794,6.294,1.503,44390.790
2022-12-01 19:09:52,136.728,135.475,137.692,1.618,0.162,1.504,44390.880
2022-12-01 19:19:52,136.700,135.915,138.525,1.622,0.161,1.508,44390.950
2022-12-01 19:29:52,137.479,135.785,138.346,1.627,0.164,1.511,44391.020
2022-12-01 19:39:58,137.445,136.031,138.239,1.625,0.163,1.511,44391.270
2022-12-01 19:49:58,136.588,134.532,136.942,1.619,0.164,1.503,44391.340
2022-12-01 19:59:58,138.463,136.966,139.166,1.633,0.168,1.516,44391.420
2022-12-01 20:09:58,137.399,136.163,138.188,1.623,0.162,1.508,44391.500
2022-12-01 20:19:59,132.278,130.310,132.962,32.113,32.466,34.125,44392.610
2022-12-01 20:29:59,134.717,132.601,135.228,21.599,19.802,22.393,44394.010
2022-12-01 20:39:59,134.873,133.674,136.052,21.130,20.036,22.644,44395.290
2022-12-01 20:49:59,136.618,135.105,137.896,1.624,0.163,1.507,44395.600
2022-12-01 20:59:59,138.147,136.528,138.238,1.629,0.159,1.515,44395.670
2022-12-01 21:09:59,134.701,133.422,135.335,1.604,0.162,1.489,44395.890
2022-12-01 21:19:59,134.265,133.302,135.237,1.600,0.162,1.485,44395.960
2022-12-01 21:29:59,135.038,133.617,135.955,1.603,0.162,1.490,44396.050
2022-12-01 21:39:59,134.590,133.224,135.135,1.599,0.163,1.484,44396.120
2022-12-01 21:49:59,134.095,131.979,134.100,11.592,12.924,12.628,44396.190
2022-12-01 21:59:59,135.748,134.518,136.755,1.609,0.162,1.496,44396.420
2022-12-01 22:09:50,136.192,134.969,136.999,1.612,0.162,1.499,44396.500
2022-12-01 22:19:50,136.235,134.798,136.872,1.614,0.164,1.498,44396.570
2022-12-01 22:29:50,134.618,132.229,133.528,1.585,0.164,1.471,44396.650
2022-12-01 22:39:50,133.191,130.833,132.307,1.584,0.169,1.469,44396.860
2022-12-01 22:49:50,134.060,131.276,133.967,6.790,6.284,1.473,44396.940
2022-12-01 22:59:50,127.419,125.184,126.026,22.416,21.344,21.926,44397.410
2022-12-01 23:09:50,127.893,125.738,126.667,22.254,21.154,21.902,44398.660
2022-12-01 23:19:51,127.230,124.746,125.752,22.339,21.010,21.756,44399.910
2022-12-01 23:29:51,127.931,125.347,126.480,22.357,20.891,21.771,44401.310
2022-12-01 23:39:51,127.390,124.618,125.755,22.521,20.921,21.743,44402.550
2022-12-01 23:49:51,126.107,124.023,124.804,22.259,21.162,21.933,44403.800
